Sort,Year,Redd_Name,Section,Date_New,Latitude,Longitude,Meas,rm,rkm,Stream,Redd_Count
2135,2009,06102204I,6,10/22/2009,46.172636,-122.745292,86669.31127,16.414642,26.416886,Coweeman River,1
2136,2009,06102205I,6,10/22/2009,46.172498,-122.745911,86499.93499,16.382563,26.36526,Coweeman River,1
2137,2009,06111201C,6,11/12/2009,46.171526,-122.735578,89669,16.982765,27.331194,Coweeman River,1
2138,2009,07091701H,7,9/17/2009,46.1639,-122.6906,110733.956,20.97234,33.751812,Coweeman River,1
2139,2009,07091702H,7,9/17/2009,46.162465,-122.69857,107997,20.453977,32.917585,Coweeman River,1
2140,2009,07100101M,7,10/1/2009,46.162197,-122.688003,111903,21.19375,34.108137,Coweeman River,1
2141,2009,07100102M,7,10/1/2009,46.164004,-122.690624,110695.8046,20.965115,33.740183,Coweeman River,1
2142,2009,07100103M,7,10/1/2009,46.165756,-122.699124,105305.4852,19.944221,32.097209,Coweeman River,1
2143,2009,07100104M,7,10/1/2009,46.165855,-122.699103,105269.2022,19.937349,32.08615,Coweeman River,1
2144,2009,07100105M,7,10/1/2009,46.169155,-122.714912,98807.27635,18.713499,30.116549,Coweeman River,1
2145,2009,07100106M,7,10/1/2009,46.169176,-122.715058,98769.41393,18.706328,30.105008,Coweeman River,1
2146,2009,07100107M,7,10/1/2009,46.171858,-122.71524,97759.83184,18.51512,29.797287,Coweeman River,1
2147,2009,07100108M,7,10/1/2009,46.173419,-122.715198,96969.27009,18.365392,29.556323,Coweeman River,1
2148,2009,07100801D,7,10/8/2009,46.162333,-122.690086,111336,21.086364,33.935315,Coweeman River,1
2149,2009,07100802D,7,10/8/2009,46.164365,-122.694786,109344,20.709091,33.328152,Coweeman River,1
2150,2009,07100803D,7,10/8/2009,46.162465,-122.69857,107997,20.453977,32.917585,Coweeman River,1
2151,2009,07100804D,7,10/8/2009,46.163631,-122.701807,106650,20.198864,32.507018,Coweeman River,1
2152,2009,07100805D,7,10/8/2009,46.165656,-122.703011,103657,19.632008,31.594749,Coweeman River,1
2153,2009,07100806D,7,10/8/2009,46.168341,-122.705657,102042,19.326136,31.102495,Coweeman River,1
2154,2009,07100807D,7,10/8/2009,46.166662,-122.710793,100427,19.020265,30.610242,Coweeman River,1
2155,2009,07100808D,7,10/8/2009,46.17243,-122.71456,97482,18.4625,29.712603,Coweeman River,1
2156,2009,07100809D,7,10/8/2009,46.173072,-122.714407,97207,18.410417,29.628783,Coweeman River,1
2157,2009,07101501J,7,10/15/2009,46.162856,-122.699434,107726.4905,20.402744,32.835133,Coweeman River,1
2158,2009,07101502J,7,10/15/2009,46.165717,-122.699133,105319.7625,19.946925,32.10156,Coweeman River,1
2159,2009,07101503J,7,10/15/2009,46.165874,-122.699099,105262.1625,19.936016,32.084004,Coweeman River,1
2160,2009,07101504J,7,10/15/2009,46.171015,-122.71542,98071.64884,18.574176,29.892329,Coweeman River,1
2161,2009,07101505J,7,10/15/2009,46.173421,-122.715203,96968.05538,18.365162,29.555952,Coweeman River,1
2162,2009,07102201A,7,10/22/2009,46.164245,-122.690723,110604.2107,20.947767,33.712265,Coweeman River,1
2163,2009,07102202A,7,10/22/2009,46.162491,-122.697569,108310.789,20.513407,33.013228,Coweeman River,1
2164,2009,07102203A,7,10/22/2009,46.162454,-122.697606,108294.4133,20.510306,33.008237,Coweeman River,1
2165,2009,07102204A,7,10/22/2009,46.164556,-122.699481,105752.5004,20.028883,32.233459,Coweeman River,1
2166,2009,07102205A,7,10/22/2009,46.173418,-122.715195,96970.19855,18.365568,29.556606,Coweeman River,1
2167,2009,07111201C,7,11/12/2009,46.17338,-122.715094,96999.463,18.37111,29.565525,Coweeman River,1
2168,2009,08091601K,8,9/16/2009,46.158895,-122.670061,117803.1969,22.311212,35.906523,Coweeman River,1
2169,2009,08091602K,8,9/16/2009,46.159083,-122.671101,117524.1772,22.258367,35.821477,Coweeman River,1
2170,2009,08091603K,8,9/16/2009,46.159091,-122.671121,117518.3113,22.257256,35.819689,Coweeman River,1
2171,2009,08092301K,8,9/23/2009,46.167947,-122.64118,127772.9754,24.199427,38.94532,Coweeman River,1
2172,2009,08092302K,8,9/23/2009,46.163328,-122.646902,125404.761,23.750902,38.223486,Coweeman River,1
2173,2009,08092303K,8,9/23/2009,46.160972,-122.659861,121049.4342,22.926029,36.895979,Coweeman River,1
2174,2009,08092304K,8,9/23/2009,46.159802,-122.665568,119123.0342,22.561181,36.30881,Coweeman River,1
2175,2009,08092305K,8,9/23/2009,46.15951,-122.667203,118648.8237,22.471368,36.164271,Coweeman River,1
2176,2009,08092306K,8,9/23/2009,46.15951,-122.667203,118648.8237,22.471368,36.164271,Coweeman River,1
2177,2009,08100101D,8,10/1/2009,46.168066,-122.625671,133437.737,25.272299,40.671945,Coweeman River,1
2178,2009,08100102D,8,10/1/2009,46.168013,-122.626137,133317.9771,25.249617,40.635442,Coweeman River,1
2179,2009,08100103D,8,10/1/2009,46.168242,-122.640748,127926.7371,24.228549,38.992187,Coweeman River,1
2180,2009,08100104D,8,10/1/2009,46.163374,-122.646876,125422.907,23.754338,38.229017,Coweeman River,1
2181,2009,08100105D,8,10/1/2009,46.163328,-122.646902,125404.761,23.750902,38.223486,Coweeman River,1
2182,2009,08100106D,8,10/1/2009,46.159903,-122.652171,123176.2416,23.328834,37.544232,Coweeman River,1
2183,2009,08100107D,8,10/1/2009,46.159878,-122.652237,123157.2681,23.32524,37.538449,Coweeman River,1
2184,2009,08100108D,8,10/1/2009,46.159963,-122.653652,122781.441,23.254061,37.423896,Coweeman River,1
2185,2009,08100109D,8,10/1/2009,46.160714,-122.659582,121167.0633,22.948307,36.931832,Coweeman River,1
2186,2009,08100110D,8,10/1/2009,46.160121,-122.663937,119564.124,22.64472,36.443255,Coweeman River,1
2187,2009,08100111D,8,10/1/2009,46.158849,-122.669461,117956.2177,22.340193,35.953164,Coweeman River,1
2188,2009,08100112D,8,10/1/2009,46.1589,-122.670161,117777.956,22.306431,35.898829,Coweeman River,1
2189,2009,08100113D,8,10/1/2009,46.159571,-122.671775,117272.645,22.210728,35.74481,Coweeman River,1
2190,2009,08100114D,8,10/1/2009,46.159799,-122.67924,114757.3438,21.734345,34.978144,Coweeman River,1
2191,2009,08100115D,8,10/1/2009,46.159889,-122.679438,114697.3236,21.722978,34.95985,Coweeman River,1
2192,2009,08100116D,8,10/1/2009,46.161246,-122.682862,113692.8111,21.532729,34.653673,Coweeman River,1
2193,2009,08100801A,8,10/8/2009,46.167477,-122.616808,135910.4831,25.740622,41.42564,Coweeman River,1
2194,2009,08100802A,8,10/8/2009,46.1683,-122.619006,135270.7728,25.619465,41.230656,Coweeman River,1
2195,2009,08100803A,8,10/8/2009,46.168335,-122.619151,135232.0753,25.612135,41.218861,Coweeman River,1
2196,2009,08100804A,8,10/8/2009,46.16868,-122.620597,134843.8888,25.538615,41.100541,Coweeman River,1
2197,2009,08100805A,8,10/8/2009,46.168039,-122.62591,133376.2537,25.260654,40.653205,Coweeman River,1
2198,2009,08100806A,8,10/8/2009,46.16804,-122.625896,133379.759,25.261318,40.654273,Coweeman River,1
2199,2009,08100807A,8,10/8/2009,46.167037,-122.636769,129527.8068,24.531782,39.480195,Coweeman River,1
2200,2009,08100808A,8,10/8/2009,46.16802,-122.637667,129100.3113,24.450817,39.349894,Coweeman River,1
2201,2009,08100809A,8,10/8/2009,46.167991,-122.641112,127796.6029,24.203902,38.952522,Coweeman River,1
2202,2009,08100810A,8,10/8/2009,46.160734,-122.647883,124388.2285,23.558377,37.913646,Coweeman River,1
2203,2009,08100811A,8,10/8/2009,46.160595,-122.647994,124330.0426,23.547357,37.895911,Coweeman River,1
2204,2009,08100812A,8,10/8/2009,46.16041,-122.650173,123728.8999,23.433504,37.712682,Coweeman River,1
2205,2009,08100813A,8,10/8/2009,46.159968,-122.652002,123225.2131,23.338109,37.559158,Coweeman River,1
2206,2009,08100814A,8,10/8/2009,46.159942,-122.65207,123205.5781,23.33439,37.553173,Coweeman River,1
2207,2009,08100815A,8,10/8/2009,46.159883,-122.652224,123161.0943,23.325965,37.539615,Coweeman River,1
2208,2009,08100816A,8,10/8/2009,46.15997,-122.653671,122776.1178,23.253053,37.422274,Coweeman River,1
2209,2009,08100817A,8,10/8/2009,46.159985,-122.653714,122763.8807,23.250735,37.418544,Coweeman River,1
2210,2009,08100818A,8,10/8/2009,46.161781,-122.660938,120646,22.849621,36.773012,Coweeman River,1
2211,2009,08100819A,8,10/8/2009,46.161626,-122.662495,120231.5591,22.771129,36.64669,Coweeman River,1
2212,2009,08100820A,8,10/8/2009,46.159149,-122.671254,117478.4617,22.249709,35.807543,Coweeman River,1
2213,2009,08100821A,8,10/8/2009,46.159422,-122.671645,117336.3559,22.222795,35.764229,Coweeman River,1
2214,2009,08100822A,8,10/8/2009,46.159561,-122.671767,117276.9581,22.211545,35.746125,Coweeman River,1
2215,2009,08100823A,8,10/8/2009,46.159613,-122.671805,117255.7391,22.207526,35.739657,Coweeman River,1
2216,2009,08100824A,8,10/8/2009,46.160628,-122.673252,116718.4037,22.105758,35.575877,Coweeman River,1
2217,2009,08100825A,8,10/8/2009,46.160641,-122.673312,116702.5453,22.102755,35.571043,Coweeman River,1
2218,2009,08100826A,8,10/8/2009,46.160674,-122.673461,116662.8204,22.095231,35.558935,Coweeman River,1
2219,2009,08100827A,8,10/8/2009,46.160683,-122.673502,116651.9946,22.093181,35.555635,Coweeman River,1
2220,2009,08100828A,8,10/8/2009,46.159166,-122.677126,115372.2128,21.850798,35.165557,Coweeman River,1
2221,2009,08100829A,8,10/8/2009,46.16191,-122.683791,113347.1114,21.467256,34.548304,Coweeman River,1
2222,2009,08101501M,8,10/15/2009,46.16804,-122.625896,133379.7844,25.261323,40.654281,Coweeman River,1
2223,2009,08101502M,8,10/15/2009,46.167907,-122.637552,129150.8685,24.460392,39.365303,Coweeman River,1
2224,2009,08101503M,8,10/15/2009,46.16812,-122.640925,127863.558,24.216583,38.97293,Coweeman River,1
2225,2009,08101504M,8,10/15/2009,46.168024,-122.641064,127813.7296,24.207146,38.957742,Coweeman River,1
2226,2009,08101505M,8,10/15/2009,46.167947,-122.64118,127773.1617,24.199462,38.945377,Coweeman River,1
2227,2009,08101506M,8,10/15/2009,46.164326,-122.646445,125790.2012,23.823902,38.340969,Coweeman River,1
2228,2009,08101507M,8,10/15/2009,46.163328,-122.646902,125404.761,23.750902,38.223486,Coweeman River,1
2229,2009,08101508M,8,10/15/2009,46.160107,-122.651675,123322.5082,23.356536,37.588814,Coweeman River,1
2230,2009,08101509M,8,10/15/2009,46.159931,-122.6521,123196.9139,23.332749,37.550533,Coweeman River,1
2231,2009,08101510M,8,10/15/2009,46.159892,-122.652201,123167.8185,23.327238,37.541664,Coweeman River,1
2232,2009,08101511M,8,10/15/2009,46.15984,-122.665903,119037.0144,22.544889,36.282591,Coweeman River,1
2233,2009,08101512M,8,10/15/2009,46.158891,-122.670003,117818.1619,22.314046,35.911084,Coweeman River,1
2234,2009,08101513M,8,10/15/2009,46.160158,-122.679949,114534.6588,21.69217,34.910269,Coweeman River,1
2235,2009,08102301D,8,10/23/2009,46.166871,-122.615068,136407.595,25.834772,41.57716,Coweeman River,1
2236,2009,08102302D,8,10/23/2009,46.168752,-122.621266,134672.3285,25.506123,41.04825,Coweeman River,1
2237,2009,08102303D,8,10/23/2009,46.168028,-122.626007,133351.3575,25.255939,40.645616,Coweeman River,1
2238,2009,08102304D,8,10/23/2009,46.168015,-122.62612,133322.4389,25.250462,40.636802,Coweeman River,1
2239,2009,08102305D,8,10/23/2009,46.159883,-122.652226,123160.5721,23.325866,37.539456,Coweeman River,1
2240,2009,08102306D,8,10/23/2009,46.159955,-122.653628,122788.269,23.255354,37.425977,Coweeman River,1
2241,2009,08102307D,8,10/23/2009,46.159811,-122.665648,119102.4523,22.557283,36.302537,Coweeman River,1
2242,2009,08102308D,8,10/23/2009,46.159821,-122.665738,119079.2475,22.552888,36.295464,Coweeman River,1
2243,2009,08102309D,8,10/23/2009,46.159122,-122.667696,118459.638,22.435537,36.106607,Coweeman River,1
2244,2009,08102310D,8,10/23/2009,46.159105,-122.671152,117509.0895,22.255509,35.816878,Coweeman River,1
2245,2009,08102311D,8,10/23/2009,46.160558,-122.673003,116786.9011,22.118731,35.596755,Coweeman River,1
2246,2009,08102802D,8,10/28/2009,46.158904,-122.67026,117752.836,22.301673,35.891173,Coweeman River,1
2247,2009,08102803D,8,10/28/2009,46.16063,-122.673263,116715.5749,22.105223,35.575015,Coweeman River,1
2248,2009,09092301J,9,9/23/2009,46.161812,-122.600067,141365.4207,26.773754,43.08831,Coweeman River,1
2249,2009,09092302J,9,9/23/2009,46.161875,-122.600198,141324.9887,26.766096,43.075986,Coweeman River,1
2250,2009,09092303J,9,9/23/2009,46.162791,-122.600655,140941.1059,26.693391,42.958979,Coweeman River,1
2251,2009,09100101I,9,10/1/2009,46.161847,-122.60014,141343.0611,26.769519,43.081495,Coweeman River,1
2252,2009,09100102I,9,10/1/2009,46.161895,-122.60024,141311.9417,26.763625,43.07201,Coweeman River,1
2253,2009,09100103I,9,10/1/2009,46.163082,-122.600458,140823.5406,26.671125,42.923145,Coweeman River,1
2254,2009,09100104I,9,10/1/2009,46.165381,-122.603434,139485.4025,26.41769,42.515279,Coweeman River,1
2255,2009,09100105I,9,10/1/2009,46.166748,-122.611682,137295.2737,26.002893,41.847726,Coweeman River,1
2256,2009,09100106I,9,10/1/2009,46.166758,-122.611828,137258.015,25.995836,41.836369,Coweeman River,1
2257,2009,09100107I,9,10/1/2009,46.16677,-122.612034,137205.5623,25.985902,41.820382,Coweeman River,1
2258,2009,09101501J,9,10/15/2009,46.161911,-122.600273,141301.9572,26.761734,43.068966,Coweeman River,1
2259,2009,09102301I,9,10/23/2009,46.161877,-122.600201,141323.9631,26.765902,43.075674,Coweeman River,1
2260,2009,09102302I,9,10/23/2009,46.162898,-122.600597,140899.4631,26.685504,42.946286,Coweeman River,1
2261,2009,09102303I,9,10/23/2009,46.166081,-122.605425,138905.7647,26.30791,42.338605,Coweeman River,1
2262,2009,09102304I,9,10/23/2009,46.166455,-122.608439,138128.5395,26.160708,42.101706,Coweeman River,1
2263,2009,09102305I,9,10/23/2009,46.166768,-122.611995,137215.6332,25.987809,41.823451,Coweeman River,1
2264,2009,09102801A,9,10/28/2009,46.152249,-122.58996,146855.9669,27.81363,44.761834,Coweeman River,1
2265,2009,09102802A,9,10/28/2009,46.152677,-122.591095,146518.154,27.74965,44.658868,Coweeman River,1
2266,2009,09102803A,9,10/28/2009,46.153505,-122.592453,146058.3566,27.662568,44.518721,Coweeman River,1
2267,2009,09102804A,9,10/28/2009,46.155048,-122.594047,145036.6645,27.469065,44.207309,Coweeman River,1
2268,2009,09102805A,9,10/28/2009,46.156937,-122.59398,144217.641,27.313947,43.95767,Coweeman River,1
2269,2009,09102806A,9,10/28/2009,46.158362,-122.595795,143419.1575,27.162719,43.714291,Coweeman River,1
2270,2009,09102807A,9,10/28/2009,46.159662,-122.596629,142765.7371,27.038965,43.515128,Coweeman River,1
2271,2009,09102809A,9,10/28/2009,46.161872,-122.600192,141326.9573,26.766469,43.076586,Coweeman River,1
2272,2010,01101801H, ,10/18/2010,46.134907,-122.851355,0,6.398314,10.297089,Coweeman River,1
2273,2010,01101802H, ,10/18/2010,46.136997,-122.850528,0,6.232216,10.029779,Coweeman River,1
2274,2010,01101803H, ,10/18/2010,46.139153,-122.851632,0,6.066117,9.762469,Coweeman River,1
2275,2010,02100401H, ,10/4/2010,46.128074,-122.834227,0,7.500022,12.070116,Coweeman River,1
2276,2010,02101201H, ,10/12/2010,46.128074,-122.834227,0,7.500022,12.070116,Coweeman River,1
2277,2010,03092701k, ,9/27/2010,46.128682,-122.802446,0,10.500032,16.898163,Coweeman River,1
2278,2010,03092702K, ,9/27/2010,46.124685,-122.810075,0,9.725506,15.651685,Coweeman River,1
2279,2010,03092703K, ,9/27/2010,46.121207,-122.812221,0,9.450983,15.209882,Coweeman River,1
2280,2010,03092704K, ,9/27/2010,46.121068,-122.817649,0,9.186944,14.784953,Coweeman River,1
2281,2010,03092705K, ,9/27/2010,46.120815,-122.819249,0,9.105411,14.653738,Coweeman River,1
2282,2010,03100401A, ,10/4/2010,46.132715,-122.7954,0,10.946909,17.617342,Coweeman River,1
2283,2010,03100402A, ,10/4/2010,46.13199,-122.797141,0,10.848872,17.459567,Coweeman River,1
2284,2010,03100403A, ,10/4/2010,46.13197,-122.797196,0,10.845869,17.454735,Coweeman River,1
2285,2010,03100404A, ,10/4/2010,46.13036,-122.799732,0,10.678988,17.186165,Coweeman River,1
2286,2010,03100405A, ,10/4/2010,46.130331,-122.799777,0,10.676022,17.181392,Coweeman River,1
2287,2010,03100406A, ,10/4/2010,46.129254,-122.801261,0,10.570765,17.011997,Coweeman River,1
2288,2010,03100407A, ,10/4/2010,46.127245,-122.80401,0,10.36955,16.688173,Coweeman River,1
2289,2010,03100408A, ,10/4/2010,46.124522,-122.804732,0,10.13587,16.312102,Coweeman River,1
2290,2010,03100409A, ,10/4/2010,46.123894,-122.80587,0,10.063333,16.195364,Coweeman River,1
2291,2010,03100410A, ,10/4/2010,46.123137,-122.807169,0,9.981523,16.063704,Coweeman River,1
2292,2010,03101201H, ,10/12/2010,46.122374,-122.818521,0,8.890873,14.308473,Coweeman River,1
2293,2010,03101202H, ,10/12/2010,46.123668,-122.817441,0,8.781719,14.132806,Coweeman River,1
2294,2010,03101208J, ,10/12/2010,46.131255,-122.798585,0,10.762429,17.32045,Coweeman River,1
2295,2010,03101209J, ,10/12/2010,46.121351,-122.811951,0,9.467316,15.236169,Coweeman River,1
2296,2010,03101210J, ,10/12/2010,46.121072,-122.817596,0,9.189505,14.789075,Coweeman River,1
2297,2010,03101211J, ,10/12/2010,46.121059,-122.817779,0,9.180643,14.774812,Coweeman River,1
2298,2010,03101212J, ,10/12/2010,46.120816,-122.819261,0,9.104805,14.652763,Coweeman River,1
2299,2010,03101213J, ,10/12/2010,46.120816,-122.819261,0,9.104805,14.652763,Coweeman River,1
2300,2010,03101214J, ,10/12/2010,46.120816,-122.819257,0,9.105016,14.653103,Coweeman River,1
2301,2010,03101215J, ,10/12/2010,46.121165,-122.820209,0,9.052521,14.568621,Coweeman River,1
2302,2010,03101801L, ,10/18/2010,46.128966,-122.80163,0,10.544104,16.96909,Coweeman River,1
2303,2010,03101802L, ,10/18/2010,46.127007,-122.803983,0,10.353092,16.661686,Coweeman River,1
2304,2010,03101803L, ,10/18/2010,46.125514,-122.803338,0,10.244481,16.486894,Coweeman River,1
2305,2010,03101804L, ,10/18/2010,46.123753,-122.806048,0,10.050416,16.174576,Coweeman River,1
2306,2010,03101805L, ,10/18/2010,46.121056,-122.817811,0,9.179102,14.772332,Coweeman River,1
2307,2010,04092701F, ,9/27/2010,46.148882,-122.780977,0,12.890061,20.744543,Coweeman River,1
2308,2010,04092702F, ,9/27/2010,46.148584,-122.781152,0,12.867826,20.708759,Coweeman River,1
2309,2010,04092703F, ,9/27/2010,46.148094,-122.783395,0,12.699115,20.437245,Coweeman River,1
2310,2010,04092704F, ,9/27/2010,46.147336,-122.786767,0,12.303589,19.800707,Coweeman River,1
2311,2010,04092705F, ,9/27/2010,46.146891,-122.78854,0,12.194582,19.625278,Coweeman River,1
2312,2010,04100401A, ,10/4/2010,46.152087,-122.77989,0,13.121566,21.117114,Coweeman River,1
2313,2010,04100402A, ,10/4/2010,46.148944,-122.780941,0,12.894669,20.751958,Coweeman River,1
2314,2010,04100403A, ,10/4/2010,46.148912,-122.780959,0,12.89233,20.748194,Coweeman River,1
2315,2010,04100404A, ,10/4/2010,46.148673,-122.781099,0,12.874467,20.719446,Coweeman River,1
2316,2010,04100405A, ,10/4/2010,46.148461,-122.781236,0,12.858407,20.6936,Coweeman River,1
2317,2010,04100406A, ,10/4/2010,46.148282,-122.781362,0,12.844653,20.671466,Coweeman River,1
2318,2010,04100407A, ,10/4/2010,46.148157,-122.781442,0,12.835207,20.656264,Coweeman River,1
2319,2010,04100408A, ,10/4/2010,46.147103,-122.786898,0,12.28627,19.772835,Coweeman River,1
2320,2010,04100409A, ,10/4/2010,46.146852,-122.788702,0,12.186276,19.61191,Coweeman River,1
2321,2010,04100410A, ,10/4/2010,46.146313,-122.79011,0,12.109013,19.487567,Coweeman River,1
2322,2010,04100411A, ,10/4/2010,46.146304,-122.79013,0,12.107879,19.485742,Coweeman River,1
2323,2010,04100412A, ,10/4/2010,46.142302,-122.791261,0,11.817951,19.019149,Coweeman River,1
2324,2010,04100413A, ,10/4/2010,46.142302,-122.791261,0,11.817951,19.019149,Coweeman River,1
2325,2010,04101201J, ,10/12/2010,46.148502,-122.781204,0,12.861628,20.698784,Coweeman River,1
2326,2010,04101202J, ,10/12/2010,46.148502,-122.781204,0,12.861628,20.698784,Coweeman River,1
2327,2010,04101203J, ,10/12/2010,46.148812,-122.784652,0,12.614167,20.300534,Coweeman River,1
2328,2010,04101204J, ,10/12/2010,46.148338,-122.783585,0,12.679862,20.40626,Coweeman River,1
2329,2010,04101205J, ,10/12/2010,46.14817,-122.783459,0,12.693022,20.427438,Coweeman River,1
2330,2010,04101206J, ,10/12/2010,46.147765,-122.782978,0,12.729828,20.486673,Coweeman River,1
2331,2010,04101207J, ,10/12/2010,46.147079,-122.786916,0,12.284415,19.76985,Coweeman River,1
2332,2010,04101801L, ,10/18/2010,46.152061,-122.779891,0,13.119778,21.114236,Coweeman River,1
2333,2010,04101802L, ,10/18/2010,46.148653,-122.781111,0,12.872976,20.717046,Coweeman River,1
2334,2010,04101803L, ,10/18/2010,46.148618,-122.781131,0,12.870401,20.712903,Coweeman River,1
2335,2010,04101804L, ,10/18/2010,46.148327,-122.781334,0,12.848007,20.676863,Coweeman River,1
2336,2010,04101805L, ,10/18/2010,46.148251,-122.781382,0,12.842292,20.667665,Coweeman River,1
2337,2010,04101806L, ,10/18/2010,46.14822,-122.781402,0,12.83993,20.663865,Coweeman River,1
2338,2010,04101807L, ,10/18/2010,46.148188,-122.781422,0,12.837569,20.660064,Coweeman River,1
2339,2010,04101808L, ,10/18/2010,46.14755,-122.781919,0,12.787241,20.579069,Coweeman River,1
2340,2010,04101809L, ,10/18/2010,46.148302,-122.78355,0,12.682858,20.411081,Coweeman River,1
2341,2010,04101810L, ,10/18/2010,46.14862,-122.784101,0,12.647103,20.35354,Coweeman River,1
2342,2010,04101811K, ,10/18/2010,46.14862,-122.784106,0,12.646865,20.353157,Coweeman River,1
2343,2010,04101812L, ,10/18/2010,46.14862,-122.784106,0,12.646865,20.353157,Coweeman River,1
2344,2010,04101813L, ,10/18/2010,46.146342,-122.790038,0,12.112999,19.493982,Coweeman River,1
2345,2010,04101814L, ,10/18/2010,46.141453,-122.792457,0,11.735637,18.886677,Coweeman River,1
2346,2010,04101815L, ,10/18/2010,46.141305,-122.792615,0,11.7229,18.866179,Coweeman River,1
2347,2010,05092701F, ,9/27/2010,46.171471,-122.767815,0,15.10148,24.303476,Coweeman River,1
2348,2010,05092702F, ,9/27/2010,46.170594,-122.767297,0,15.035455,24.19722,Coweeman River,1
2349,2010,05092703F, ,9/27/2010,46.17059,-122.767297,0,15.03519,24.196793,Coweeman River,1
2350,2010,05092704F, ,9/27/2010,46.16888,-122.77015,0,14.835035,23.874674,Coweeman River,1
2351,2010,05092705F, ,9/27/2010,46.1686,-122.771947,0,14.743697,23.72768,Coweeman River,1
2352,2010,05092706F, ,9/27/2010,46.165315,-122.77418,0,14.460051,23.271196,Coweeman River,1
2353,2010,05092707F, ,9/27/2010,46.165315,-122.77418,0,14.460051,23.271196,Coweeman River,1
2354,2010,05092708F, ,9/27/2010,46.152189,-122.779882,0,13.12864,21.128498,Coweeman River,1
2355,2010,05100401F, ,10/4/2010,46.174831,-122.761463,0,15.593328,25.095029,Coweeman River,1
2356,2010,05100402F, ,10/4/2010,46.173034,-122.765836,0,15.347404,24.699252,Coweeman River,1
2357,2010,05100403F, ,10/4/2010,46.169352,-122.768596,0,14.91754,24.007453,Coweeman River,1
2358,2010,05100404F, ,10/4/2010,46.168637,-122.770997,0,14.789366,23.801177,Coweeman River,1
2359,2010,05100405F, ,10/4/2010,46.167898,-122.77361,0,14.649148,23.575518,Coweeman River,1
2360,2010,05100406F, ,10/4/2010,46.166683,-122.774246,0,14.554599,23.423357,Coweeman River,1
2361,2010,05100407F, ,10/4/2010,46.163985,-122.774085,0,14.368049,23.123133,Coweeman River,1
2362,2010,05100408F, ,10/4/2010,46.162658,-122.773935,0,14.276047,22.975071,Coweeman River,1
2363,2010,05100409F, ,10/4/2010,46.161372,-122.773612,0,14.184046,22.827009,Coweeman River,1
2364,2010,05100410F, ,10/4/2010,46.160226,-122.772637,0,14.092044,22.678946,Coweeman River,1
2365,2010,05100411F, ,10/4/2010,46.156702,-122.776478,0,13.561499,21.825117,Coweeman River,1
2366,2010,05101201A, ,10/12/2010,46.17459,-122.75914,0,15.711852,25.285775,Coweeman River,1
2367,2010,05101202A, ,10/12/2010,46.174643,-122.759304,0,15.703155,25.271779,Coweeman River,1
2368,2010,05101203A, ,10/12/2010,46.169701,-122.767751,0,14.965333,24.084369,Coweeman River,1
2369,2010,05101204A, ,10/12/2010,46.168636,-122.771048,0,14.786918,23.797238,Coweeman River,1
2370,2010,05101205A, ,10/12/2010,46.165334,-122.774181,0,14.461335,23.273263,Coweeman River,1
2371,2010,05101206A, ,10/12/2010,46.163182,-122.773973,0,14.312278,23.033379,Coweeman River,1
2372,2010,05101801K, ,10/18/2010,46.174653,-122.759342,0,15.701247,25.268708,Coweeman River,1
2373,2010,05101802K, ,10/18/2010,46.174662,-122.759379,0,15.699339,25.265637,Coweeman River,1
2374,2010,05101803K, ,10/18/2010,46.17153,-122.767888,0,15.106807,24.31205,Coweeman River,1
2375,2010,05101804K, ,10/18/2010,46.168875,-122.770159,0,14.834467,23.873761,Coweeman River,1
2376,2010,05101805K, ,10/18/2010,46.168875,-122.770159,0,14.834467,23.873761,Coweeman River,1
2377,2010,05101806K, ,10/18/2010,46.159986,-122.772397,0,14.07189,22.646512,Coweeman River,1
2378,2010,05101807K, ,10/18/2010,46.158596,-122.771282,0,13.9618,22.469339,Coweeman River,1
2379,2010,05101808K, ,10/18/2010,46.157811,-122.770794,0,13.902703,22.374232,Coweeman River,1
2380,2010,05101809K, ,10/18/2010,46.157811,-122.770794,0,13.902703,22.374232,Coweeman River,1
2381,2010,05101810K, ,10/18/2010,46.157125,-122.770838,0,13.853926,22.295732,Coweeman River,1
2382,2010,05101811K, ,10/18/2010,46.156781,-122.771699,0,13.805147,22.217231,Coweeman River,1
2383,2010,05101812K, ,10/18/2010,46.156934,-122.774985,0,13.63512,21.943599,Coweeman River,1
2384,2010,05101813K, ,10/18/2010,46.156466,-122.778442,0,13.465094,21.669968,Coweeman River,1
2385,2010,05101814K, ,10/18/2010,46.154166,-122.778587,0,13.295067,21.396336,Coweeman River,1
2386,2010,05101815K, ,10/18/2010,46.152137,-122.779886,0,13.12504,21.122704,Coweeman River,1
2387,2010,05101816K, ,10/18/2010,46.15221,-122.77988,0,13.13011,21.130864,Coweeman River,1
2388,2010,06092201F, ,9/22/2010,46.172588,-122.745395,0,16.408694,26.407233,Coweeman River,1
2389,2010,06092701L, ,9/27/2010,46.175041,-122.725303,0,17.640769,28.390065,Coweeman River,1
2390,2010,06092702L, ,9/27/2010,46.173556,-122.754485,0,15.948433,25.666515,Coweeman River,1
2391,2010,06100401F, ,10/4/2010,46.176218,-122.722064,0,17.823554,28.684229,Coweeman River,1
2392,2010,06100402F, ,10/4/2010,46.172374,-122.737281,0,16.88178,27.168591,Coweeman River,1
