Sort,Year,Redd_Name,Section,Date_New,Latitude,Longitude,Meas,rm,rkm,Stream,Redd_Count
775,2004,2101213CC,2,10/12/2004,46.161676,-122.64721,124773.2218,23.631292,38.030993,Coweeman River,1
776,2004,2101214CC,2,10/12/2004,46.161599,-122.647265,124741.9761,23.625374,38.021469,Coweeman River,1
777,2004,2101215CC,2,10/12/2004,46.161639,-122.647236,124758.3815,23.628481,38.026469,Coweeman River,1
778,2004,2101216CC,2,10/12/2004,46.161214,-122.647578,124580.2351,23.594742,37.97217,Coweeman River,1
779,2004,2101217CC,2,10/12/2004,46.160739,-122.647879,124390.2518,23.55876,37.914263,Coweeman River,1
780,2004,2101218CC,2,10/12/2004,46.159899,-122.652183,123172.7827,23.328179,37.543177,Coweeman River,1
781,2004,2101219CC,2,10/12/2004,46.159827,-122.65312,122925.4558,23.281336,37.467792,Coweeman River,1
782,2004,2101220CC,2,10/12/2004,46.15983,-122.653138,122920.6684,23.28043,37.466333,Coweeman River,1
783,2004,2101221CC,2,10/12/2004,46.159956,-122.653631,122787.4485,23.255199,37.425727,Coweeman River,1
784,2004,2101222CC,2,10/12/2004,46.16087,-122.659751,121095.7225,22.934796,36.910088,Coweeman River,1
785,2004,2101223CC,2,10/12/2004,46.161096,-122.66303,119991.3195,22.725629,36.573464,Coweeman River,1
786,2004,2101224CC,2,10/12/2004,46.159617,-122.667101,118695.5017,22.480209,36.178498,Coweeman River,1
787,2004,2101225CC,2,10/12/2004,46.159491,-122.667221,118640.5525,22.469802,36.161749,Coweeman River,1
788,2004,2101226CC,2,10/12/2004,46.158898,-122.670097,117794.1868,22.309505,35.903776,Coweeman River,1
789,2004,2101227CC,2,10/12/2004,46.15894,-122.670725,117633.4813,22.279068,35.854793,Coweeman River,1
790,2004,2101301BG,2,10/13/2004,46.16034,-122.672599,116917.1396,22.143398,35.636452,Coweeman River,1
791,2004,2101302BG,2,10/13/2004,46.160857,-122.674502,116389.4393,22.043454,35.475608,Coweeman River,1
792,2004,2101303BG,2,10/13/2004,46.160847,-122.674364,116424.8007,22.050152,35.486386,Coweeman River,1
793,2004,2101304BG,2,10/13/2004,46.160864,-122.674601,116364.2552,22.038685,35.467932,Coweeman River,1
794,2004,2101305BG,2,10/13/2004,46.159288,-122.676975,115430.8186,21.861897,35.18342,Coweeman River,1
795,2004,2101306BG,2,10/13/2004,46.159299,-122.676961,115436.3637,21.862948,35.18511,Coweeman River,1
796,2004,2101307BG,2,10/13/2004,46.159292,-122.676971,115432.6243,21.862239,35.18397,Coweeman River,1
797,2004,2101308BG,2,10/13/2004,46.159815,-122.679277,114746.1033,21.732217,34.974718,Coweeman River,1
798,2004,2101309BG,2,10/13/2004,46.159798,-122.679237,114758.0946,21.734488,34.978373,Coweeman River,1
799,2004,2101310BG,2,10/13/2004,46.159803,-122.679249,114754.444,21.733796,34.97726,Coweeman River,1
800,2004,2101311BG,2,10/13/2004,46.159817,-122.679281,114744.7727,21.731965,34.974312,Coweeman River,1
801,2004,2101313BG,2,10/13/2004,46.160298,-122.680212,114450.6818,21.676265,34.884673,Coweeman River,1
802,2004,2101314BG,2,10/13/2004,46.160483,-122.680588,114333.8049,21.65413,34.849049,Coweeman River,1
803,2004,2101315BG,2,10/13/2004,46.160604,-122.680883,114246.9246,21.637675,34.822568,Coweeman River,1
804,2004,2101316BG,2,10/13/2004,46.160598,-122.680868,114251.5118,21.638544,34.823966,Coweeman River,1
805,2004,2101317BG,2,10/13/2004,46.160799,-122.681398,114098.2133,21.60951,34.77724,Coweeman River,1
806,2004,2101318BG,2,10/13/2004,46.160806,-122.681421,114091.6442,21.608266,34.775238,Coweeman River,1
807,2004,2101319BG,2,10/13/2004,46.161071,-122.682291,113851.0309,21.562695,34.701899,Coweeman River,1
808,2004,2101320BG,2,10/13/2004,46.161813,-122.683666,113394.7589,21.47628,34.562827,Coweeman River,1
809,2004,2101321BG,2,10/13/2004,46.162343,-122.684271,113146.1814,21.429201,34.48706,Coweeman River,1
810,2004,2102201BG,2,10/22/2004,46.168241,-122.618792,135329.2168,25.630533,41.24847,Coweeman River,1
811,2004,2102201SH,2,10/22/2004,46.161944,-122.683837,113330.0877,21.464032,34.543115,Coweeman River,1
812,2004,2102202BG,2,10/22/2004,46.168553,-122.622034,134449.7982,25.463977,40.980422,Coweeman River,1
813,2004,2102202SH,2,10/22/2004,46.161149,-122.682545,113780.6131,21.549359,34.680435,Coweeman River,1
814,2004,2102203BG,2,10/22/2004,46.168114,-122.640933,127860.5486,24.216013,38.972013,Coweeman River,1
815,2004,2102203SH,2,10/22/2004,46.160551,-122.68075,114285.8593,21.645049,34.834435,Coweeman River,1
816,2004,2102204BG,2,10/22/2004,46.168041,-122.641039,127822.8614,24.208875,38.960526,Coweeman River,1
817,2004,2102204SH,2,10/22/2004,46.159849,-122.67935,114723.8371,21.727999,34.967931,Coweeman River,1
818,2004,2102205BG,2,10/22/2004,46.168043,-122.641037,127823.4722,24.208991,38.960712,Coweeman River,1
819,2004,2102205SH,2,10/22/2004,46.159849,-122.679351,114723.6184,21.727958,34.967864,Coweeman River,1
820,2004,2102206BG,2,10/22/2004,46.167472,-122.642771,127323.2108,24.114244,38.808232,Coweeman River,1
821,2004,2102206SH,2,10/22/2004,46.160859,-122.674534,116381.3982,22.041931,35.473157,Coweeman River,1
822,2004,2102207BG,2,10/22/2004,46.167588,-122.642513,127401.3628,24.129046,38.832053,Coweeman River,1
823,2004,2102207SH,2,10/22/2004,46.16069,-122.673538,116642.4,22.091364,35.552711,Coweeman River,1
824,2004,2102208BG,2,10/22/2004,46.167587,-122.642517,127400.2228,24.12883,38.831705,Coweeman River,1
825,2004,2102209BG,2,10/22/2004,46.16756,-122.6426,127376.9675,24.124426,38.824617,Coweeman River,1
826,2004,2102210BG,2,10/22/2004,46.16137,-122.647428,124648.7641,23.60772,37.993058,Coweeman River,1
827,2004,2102801SH,2,10/28/2004,46.160741,-122.675728,116070.3296,21.983017,35.378343,Coweeman River,1
828,2004,2102802SH,2,10/28/2004,46.159284,-122.67698,115429.1082,21.861574,35.182898,Coweeman River,1
829,2004,2102803SH,2,10/28/2004,46.161165,-122.682598,113765.9904,21.546589,34.675978,Coweeman River,1
830,2004,3092801BG,3,9/28/2004,46.162203,-122.689919,111399.7613,21.09844,33.95475,Coweeman River,1
831,2004,3092802BG,3,9/28/2004,46.164148,-122.690674,110641.73,20.954873,33.723701,Coweeman River,1
832,2004,3092803BG,3,9/28/2004,46.164944,-122.692108,110160.1243,20.86366,33.576907,Coweeman River,1
833,2004,3092804BG,3,9/28/2004,46.164959,-122.69217,110143.2819,20.86047,33.571774,Coweeman River,1
834,2004,3092805BG,3,9/28/2004,46.165015,-122.692507,110055.0662,20.843763,33.544885,Coweeman River,1
835,2004,3092806BG,3,9/28/2004,46.16356,-122.696393,108804.8609,20.606981,33.163822,Coweeman River,1
836,2004,3092807BG,3,9/28/2004,46.162477,-122.697584,108304.3672,20.512191,33.011271,Coweeman River,1
837,2004,3092808BG,3,9/28/2004,46.162436,-122.697625,108286.0959,20.50873,33.005702,Coweeman River,1
838,2004,3092809BG,3,9/28/2004,46.162838,-122.699258,107772.0068,20.411365,32.849007,Coweeman River,1
839,2004,3092810BG,3,9/28/2004,46.163656,-122.700931,106372.1805,20.146246,32.422338,Coweeman River,1
840,2004,3092811BG,3,9/28/2004,46.163709,-122.701132,106426.6716,20.156567,32.438947,Coweeman River,1
841,2004,3092812BG,3,9/28/2004,46.163761,-122.701315,106476.6986,20.166041,32.454196,Coweeman River,1
842,2004,3092813BG,3,9/28/2004,46.163785,-122.701407,106501.6903,20.170775,32.461813,Coweeman River,1
843,2004,3092814BG,3,9/28/2004,46.163563,-122.700598,106280.886,20.128956,32.394512,Coweeman River,1
844,2004,3092815BG,3,9/28/2004,46.163548,-122.700516,106259.302,20.124868,32.387933,Coweeman River,1
845,2004,3092816BG,3,9/28/2004,46.16505,-122.699327,105568.2178,19.993981,32.17729,Coweeman River,1
846,2004,3092817BG,3,9/28/2004,46.165638,-122.69915,105348.8847,19.95244,32.110437,Coweeman River,1
847,2004,3092818BG,3,9/28/2004,46.165647,-122.699148,105345.7214,19.951841,32.109473,Coweeman River,1
848,2004,3092819BG,3,9/28/2004,46.165737,-122.699128,105312.4889,19.945547,32.099343,Coweeman River,1
849,2004,3092820BG,3,9/28/2004,46.165468,-122.702145,103965.2592,19.69039,31.688707,Coweeman River,1
850,2004,3092821BG,3,9/28/2004,46.167792,-122.702988,102799.2791,19.46956,31.333315,Coweeman River,1
851,2004,3092822BG,3,9/28/2004,46.16698,-122.708665,101106.7621,19.149008,30.817434,Coweeman River,1
852,2004,3092823BG,3,9/28/2004,46.171697,-122.715292,97820.20622,18.526554,29.815689,Coweeman River,1
853,2004,3092824BG,3,9/28/2004,46.173497,-122.715403,96910.20821,18.354206,29.538321,Coweeman River,1
854,2004,3100401BG,3,10/4/2004,46.162492,-122.697568,108311.0527,20.513457,33.013308,Coweeman River,1
855,2004,3100402BG,3,10/4/2004,46.162332,-122.697742,108237.9539,20.499612,32.991028,Coweeman River,1
856,2004,3100403BG,3,10/4/2004,46.162848,-122.699548,107697.2972,20.397215,32.826235,Coweeman River,1
857,2004,3100404BG,3,10/4/2004,46.166604,-122.701078,104480.8659,19.788043,31.845864,Coweeman River,1
858,2004,3100405BG,3,10/4/2004,46.165407,-122.702248,103930.6784,19.683841,31.678166,Coweeman River,1
859,2004,3100406BG,3,10/4/2004,46.165396,-122.702265,103925.0148,19.682768,31.67644,Coweeman River,1
860,2004,3100407BG,3,10/4/2004,46.16785,-122.703125,102758.6637,19.461868,31.320935,Coweeman River,1
861,2004,3100408BG,3,10/4/2004,46.167364,-122.708322,101271.6486,19.180236,30.867692,Coweeman River,1
862,2004,3100409BG,3,10/4/2004,46.170526,-122.715416,98250.14906,18.607983,29.946736,Coweeman River,1
863,2004,3101302JG,3,10/13/2004,46.16396,-122.695962,108987.019,20.641481,33.219344,Coweeman River,1
864,2004,3102701JG,3,10/27/2004,46.163539,-122.700324,106210.1531,20.115559,32.372952,Coweeman River,1
865,2004,4092301CC,4,9/23/2004,46.174739,-122.72825,92329.26998,17.486604,28.142046,Coweeman River,1
866,2004,4092302CC,4,9/23/2004,46.170973,-122.734154,90082.38033,17.061057,27.457192,Coweeman River,1
867,2004,4092303CC,4,9/23/2004,46.170973,-122.734154,90082.27919,17.061038,27.457162,Coweeman River,1
868,2004,4092304CC,4,9/23/2004,46.171776,-122.736039,89519.85008,16.954517,27.285733,Coweeman River,1
869,2004,4092305CC,4,9/23/2004,46.171975,-122.736374,89407.63236,16.933264,27.251529,Coweeman River,1
870,2004,4092306CC,4,9/23/2004,46.173158,-122.739404,88526.26789,16.766339,26.982888,Coweeman River,1
871,2004,4092307CC,4,9/23/2004,46.17422,-122.742174,87721.2577,16.613875,26.73752,Coweeman River,1
872,2004,4092308CC,4,9/23/2004,46.174225,-122.7422,87714.41678,16.612579,26.735435,Coweeman River,1
873,2004,4092801CC,4,9/28/2004,46.176273,-122.721661,94213.57592,17.84348,28.716385,Coweeman River,1
874,2004,4092803CC,4,9/28/2004,46.174808,-122.728158,92363.55351,17.493097,28.152496,Coweeman River,1
875,2004,4092804CC,4,9/28/2004,46.17287,-122.73037,91460.11734,17.321992,27.877128,Coweeman River,1
876,2004,4092805CC,4,9/28/2004,46.17177,-122.731303,90994.34885,17.233778,27.735161,Coweeman River,1
877,2004,4092806CC,4,9/28/2004,46.171102,-122.734475,89988.47962,17.043273,27.428571,Coweeman River,1
878,2004,4092807CC,4,9/28/2004,46.171309,-122.735002,89834.9821,17.014201,27.381785,Coweeman River,1
879,2004,4092808CC,4,9/28/2004,46.17132,-122.73503,89827.04096,17.012697,27.379365,Coweeman River,1
880,2004,4092809CC,4,9/28/2004,46.171717,-122.73595,89550.77563,16.960374,27.295159,Coweeman River,1
881,2004,4092810CC,4,9/28/2004,46.171914,-122.736249,89446.46137,16.940618,27.263364,Coweeman River,1
882,2004,4092811CC,4,9/28/2004,46.171961,-122.736343,89417.08618,16.935054,27.25441,Coweeman River,1
883,2004,4092812CC,4,9/28/2004,46.171961,-122.736344,89416.67127,16.934976,27.254284,Coweeman River,1
884,2004,4092813CC,4,9/28/2004,46.173119,-122.739293,88557.90604,16.772331,26.992531,Coweeman River,1
885,2004,4092814CC,4,9/28/2004,46.174078,-122.741783,87833.4037,16.635114,26.771702,Coweeman River,1
886,2004,4092815CC,4,9/28/2004,46.174128,-122.741905,87797.43981,16.628303,26.76074,Coweeman River,1
887,2004,4092816CC,4,9/28/2004,46.174151,-122.741962,87780.81885,16.625155,26.755674,Coweeman River,1
888,2004,4092817CC,4,9/28/2004,46.174163,-122.741992,87771.93414,16.623472,26.752966,Coweeman River,1
889,2004,4092818CC,4,9/28/2004,46.17418,-122.742037,87759.15269,16.621052,26.74907,Coweeman River,1
890,2004,4092819CC,4,9/28/2004,46.174176,-122.742028,87761.80484,16.621554,26.749879,Coweeman River,1
891,2004,4092820CC,4,9/28/2004,46.174218,-122.742166,87723.44132,16.614288,26.738186,Coweeman River,1
892,2004,4092821CC,4,9/28/2004,46.174215,-122.742152,87726.93307,16.614949,26.73925,Coweeman River,1
893,2004,4092822CC,4,9/28/2004,46.174233,-122.74224,87703.76891,16.610562,26.732189,Coweeman River,1
894,2004,4092823CC,4,9/28/2004,46.174265,-122.742411,87658.79596,16.602045,26.718482,Coweeman River,1
895,2004,4092824CC,4,9/28/2004,46.173656,-122.744132,87144.6758,16.504673,26.561777,Coweeman River,1
896,2004,4092825CC,4,9/28/2004,46.173569,-122.744234,87103.81797,16.496935,26.549324,Coweeman River,1
897,2004,4092826CC,4,9/28/2004,46.172396,-122.747374,86126.97084,16.311926,26.25158,Coweeman River,1
898,2004,4092827CC,4,9/28/2004,46.172404,-122.747308,86143.98531,16.315149,26.256766,Coweeman River,1
899,2004,4092828CC,4,9/28/2004,46.173537,-122.754396,84231.11234,15.952862,25.67372,Coweeman River,1
900,2004,4092829CC,4,9/28/2004,46.173583,-122.754618,84172.4055,15.941743,25.655827,Coweeman River,1
901,2004,4100401TH,4,10/4/2004,46.173434,-122.72095,95430.1554,18.073893,29.087199,Coweeman River,1
902,2004,4100402TH,4,10/4/2004,46.176032,-122.720879,94453.22169,17.888868,28.789429,Coweeman River,1
903,2004,4100403TH,4,10/4/2004,46.171272,-122.734904,89863.33501,17.019571,27.390427,Coweeman River,1
904,2004,4100404TH,4,10/4/2004,46.171449,-122.735373,89728.10484,16.993959,27.349209,Coweeman River,1
905,2004,4100405TH,4,10/4/2004,46.171895,-122.736221,89456.45432,16.94251,27.26641,Coweeman River,1
906,2004,4100406TH,4,10/4/2004,46.172023,-122.736481,89375.25374,16.927131,27.241659,Coweeman River,1
907,2004,4100407TH,4,10/4/2004,46.173069,-122.739151,88598.16155,16.779955,27.004801,Coweeman River,1
908,2004,4100408TH,4,10/4/2004,46.173126,-122.739312,88552.57122,16.77132,26.990905,Coweeman River,1
909,2004,4100409TH,4,10/4/2004,46.173184,-122.73948,88504.82307,16.762277,26.976351,Coweeman River,1
910,2004,4100410TH,4,10/4/2004,46.173916,-122.741307,87970.52641,16.661085,26.813497,Coweeman River,1
911,2004,4100411TH,4,10/4/2004,46.173921,-122.741322,87966.34296,16.660292,26.812222,Coweeman River,1
912,2004,4100412TH,4,10/4/2004,46.174097,-122.741829,87819.90074,16.632557,26.767586,Coweeman River,1
913,2004,4100413TH,4,10/4/2004,46.174224,-122.742196,87715.37146,16.61276,26.735726,Coweeman River,1
914,2004,4100414TH,4,10/4/2004,46.172273,-122.748796,85763.50796,16.243089,26.140796,Coweeman River,1
915,2004,4100415TH,4,10/4/2004,46.173535,-122.754386,84233.69768,15.953352,25.674508,Coweeman River,1
916,2004,4100416TH,4,10/4/2004,46.17365,-122.75502,84067.56185,15.921887,25.62387,Coweeman River,1
917,2004,4101301TH,4,10/13/2004,46.173756,-122.721186,95298.3644,18.048933,29.047029,Coweeman River,1
918,2004,4101302TH,4,10/13/2004,46.171907,-122.73624,89449.78981,16.941248,27.264378,Coweeman River,1
919,2004,4101303TH,4,10/13/2004,46.171975,-122.736374,89407.68128,16.933273,27.251543,Coweeman River,1
920,2004,4101304TH,4,10/13/2004,46.172892,-122.738644,88741.88071,16.807174,27.048607,Coweeman River,1
921,2004,4101305TH,4,10/13/2004,46.173024,-122.739023,88634.51718,16.78684,27.015882,Coweeman River,1
922,2004,4101306TH,4,10/13/2004,46.172992,-122.738929,88661.1159,16.791878,27.02399,Coweeman River,1
923,2004,4101307TH,4,10/13/2004,46.173064,-122.739137,88602.05551,16.780692,27.005988,Coweeman River,1
924,2004,4101308TH,4,10/13/2004,46.173087,-122.739201,88584.01249,16.777275,27.000488,Coweeman River,1
925,2004,4101309TH,4,10/13/2004,46.173119,-122.739294,88557.51509,16.772257,26.992412,Coweeman River,1
926,2004,4101310TH,4,10/13/2004,46.173955,-122.741488,87922.04245,16.651902,26.798719,Coweeman River,1
927,2004,4101311TH,4,10/13/2004,46.173991,-122.741618,87885.91409,16.645059,26.787707,Coweeman River,1
928,2004,4101312TH,4,10/13/2004,46.174222,-122.742184,87718.57047,16.613366,26.736701,Coweeman River,1
929,2004,4101313TH,4,10/13/2004,46.174075,-122.741777,87835.12814,16.635441,26.772228,Coweeman River,1
930,2004,4101314TH,4,10/13/2004,46.174251,-122.742332,87679.52085,16.60597,26.724799,Coweeman River,1
931,2004,4101315TH,4,10/13/2004,46.17425,-122.742325,87681.44847,16.606335,26.725386,Coweeman River,1
932,2004,4101316TH,4,10/13/2004,46.173687,-122.744093,87159.57572,16.507495,26.566319,Coweeman River,1
933,2004,4102001JG,4,10/20/2004,46.172907,-122.730341,91475.29464,17.324866,27.881754,Coweeman River,1
934,2004,5092301CC,5,9/23/2004,46.174682,-122.759456,82871.49843,15.69536,25.259309,Coweeman River,1
935,2004,5092302CC,5,9/23/2004,46.174694,-122.759504,82858.50546,15.692899,25.255349,Coweeman River,1
936,2004,5092303CC,5,9/23/2004,46.174698,-122.75952,82854.14261,15.692072,25.254019,Coweeman River,1
937,2004,5092304CC,5,9/23/2004,46.174655,-122.75935,82899.98297,15.700754,25.267991,Coweeman River,1
938,2004,5092305CC,5,9/23/2004,46.174611,-122.759203,82940.71535,15.708469,25.280406,Coweeman River,1
939,2004,5092306CC,5,9/23/2004,46.17463,-122.759264,82923.7782,15.705261,25.275244,Coweeman River,1
940,2004,5092307CC,5,9/23/2004,46.174647,-122.759318,82908.68354,15.702402,25.270643,Coweeman River,1
941,2004,5092308CC,5,9/23/2004,46.172906,-122.768414,80368.21532,15.221253,24.496306,Coweeman River,1
942,2004,5092309CC,5,9/23/2004,46.172909,-122.768376,80377.85947,15.223079,24.499245,Coweeman River,1
943,2004,5092310CC,5,9/23/2004,46.170576,-122.767295,79380.26234,15.034141,24.195177,Coweeman River,1
944,2004,5092311CC,5,9/23/2004,46.16889,-122.770133,78334.12526,14.836009,23.876313,Coweeman River,1
945,2004,5092312CC,5,9/23/2004,46.168875,-122.770159,78325.75,14.834422,23.873761,Coweeman River,1
946,2004,5092313CC,5,9/23/2004,46.168801,-122.770276,78285.65315,14.826828,23.861539,Coweeman River,1
947,2004,5092314CC,5,9/23/2004,46.168772,-122.770321,78269.91303,14.823847,23.856741,Coweeman River,1
948,2004,5092315CC,5,9/23/2004,46.16872,-122.770403,78241.8656,14.818535,23.848193,Coweeman River,1
949,2004,5092316CC,5,9/23/2004,46.165557,-122.774192,76437.23173,14.476748,23.298138,Coweeman River,1
950,2004,5092317CC,5,9/23/2004,46.165799,-122.774202,76525.54917,14.493475,23.325058,Coweeman River,1
951,2004,5092318CC,5,9/23/2004,46.156879,-122.774015,72243.67948,13.682515,22.01994,Coweeman River,1
952,2004,5092319CC,5,9/23/2004,46.156884,-122.774037,72237.6692,13.681377,22.018108,Coweeman River,1
953,2004,5092320CC,5,9/23/2004,46.156949,-122.774317,72162.88565,13.667213,21.995314,Coweeman River,1
954,2004,5092321CC,5,9/23/2004,46.15695,-122.774557,72101.95636,13.655674,21.976743,Coweeman River,1
955,2004,5092322CC,5,9/23/2004,46.156014,-122.778872,70893.76482,13.426849,21.608485,Coweeman River,1
956,2004,5092323CC,5,9/23/2004,46.156021,-122.778869,70896.46662,13.427361,21.609308,Coweeman River,1
957,2004,5092324CC,5,9/23/2004,46.15599,-122.778883,70884.34589,13.425066,21.605614,Coweeman River,1
958,2004,5092325CC,5,9/23/2004,46.155834,-122.778952,70824.95931,13.413818,21.587513,Coweeman River,1
959,2004,5092326CC,5,9/23/2004,46.155602,-122.779023,70737.61483,13.397276,21.56089,Coweeman River,1
960,2004,5092327CC,5,9/23/2004,46.155499,-122.779025,70700.27656,13.390204,21.549509,Coweeman River,1
961,2004,5092328CC,5,9/23/2004,46.155858,-122.778941,70833.9885,13.415528,21.590265,Coweeman River,1
962,2004,5092329CC,5,9/23/2004,46.155746,-122.778991,70791.36342,13.407455,21.577273,Coweeman River,1
963,2004,5092330CC,5,9/23/2004,46.155575,-122.779024,70727.85042,13.395426,21.557914,Coweeman River,1
964,2004,5092331CC,5,9/23/2004,46.155429,-122.779026,70674.68812,13.385358,21.54171,Coweeman River,1
965,2004,5092332CC,5,9/23/2004,46.155345,-122.779027,70643.92365,13.379531,21.532333,Coweeman River,1
966,2004,5092333CC,5,9/23/2004,46.154573,-122.778724,70350.99197,13.324052,21.443047,Coweeman River,1
967,2004,5092334CC,5,9/23/2004,46.153674,-122.77928,69885.0079,13.235797,21.301015,Coweeman River,1
968,2004,5092335CC,5,9/23/2004,46.153674,-122.77928,69885.0079,13.235797,21.301015,Coweeman River,1
969,2004,5092336CC,5,9/23/2004,46.153674,-122.77928,69885.0079,13.235797,21.301015,Coweeman River,1
970,2004,5092801DR,5,9/28/2004,46.174642,-122.759299,82913.80965,15.703373,25.272205,Coweeman River,1
971,2004,5092802DR,5,9/28/2004,46.17465,-122.759331,82905.20886,15.701744,25.269584,Coweeman River,1
972,2004,5092803DR,5,9/28/2004,46.174671,-122.759413,82883.22894,15.697581,25.262884,Coweeman River,1
973,2004,5092804DR,5,9/28/2004,46.174469,-122.76205,82129.34601,15.5548,25.0331,Coweeman River,1
974,2004,5092805DR,5,9/28/2004,46.173184,-122.765269,81188.29353,15.376571,24.746267,Coweeman River,1
975,2004,5092806DR,5,9/28/2004,46.172948,-122.76621,80934.00339,15.32841,24.668759,Coweeman River,1
976,2004,5092807DR,5,9/28/2004,46.172921,-122.766376,80890.89608,15.320245,24.655619,Coweeman River,1
977,2004,5092808DR,5,9/28/2004,46.172829,-122.7673,80653.71451,15.275325,24.583326,Coweeman River,1
978,2004,5092809DR,5,9/28/2004,46.17284,-122.767563,80586.78423,15.262649,24.562926,Coweeman River,1
979,2004,5092810DR,5,9/28/2004,46.172847,-122.767661,80561.73735,15.257905,24.555292,Coweeman River,1
980,2004,5092811DR,5,9/28/2004,46.170633,-122.767302,79401.30285,15.038126,24.20159,Coweeman River,1
981,2004,5092812DR,5,9/28/2004,46.170638,-122.767302,79403.20141,15.038485,24.202169,Coweeman River,1
982,2004,5092813DR,5,9/28/2004,46.168843,-122.770209,78308.52649,14.83116,23.868511,Coweeman River,1
983,2004,5092814DR,5,9/28/2004,46.168814,-122.770255,78292.82489,14.828187,23.863725,Coweeman River,1
984,2004,5092815DR,5,9/28/2004,46.168624,-122.771604,77933.75354,14.760181,23.75428,Coweeman River,1
985,2004,5092816DR,5,9/28/2004,46.168586,-122.772076,77813.00876,14.737312,23.717477,Coweeman River,1
986,2004,5092817DR,5,9/28/2004,46.168509,-122.772284,77753.23291,14.725991,23.699257,Coweeman River,1
987,2004,5092818DR,5,9/28/2004,46.166005,-122.774211,76600.357,14.507643,23.347859,Coweeman River,1
988,2004,5092819DR,5,9/28/2004,46.16532,-122.774181,76350.64506,14.460349,23.271747,Coweeman River,1
989,2004,5092820DR,5,9/28/2004,46.16534,-122.774182,76357.94298,14.461732,23.273971,Coweeman River,1
990,2004,5092821DR,5,9/28/2004,46.165288,-122.774179,76338.81762,14.458109,23.268142,Coweeman River,1
991,2004,5092822DR,5,9/28/2004,46.163294,-122.773981,75609.6619,14.320012,23.045894,Coweeman River,1
992,2004,5092823DR,5,9/28/2004,46.163273,-122.773979,75602.06635,14.318573,23.043579,Coweeman River,1
993,2004,5092824DR,5,9/28/2004,46.163263,-122.773979,75598.35576,14.31787,23.042448,Coweeman River,1
994,2004,5092825DR,5,9/28/2004,46.163098,-122.773967,75538.01756,14.306443,23.024057,Coweeman River,1
995,2004,5092826DR,5,9/28/2004,46.162909,-122.773953,75469.2178,14.293412,23.003087,Coweeman River,1
996,2004,5092827DR,5,9/28/2004,46.161539,-122.773721,74958.56252,14.196697,22.847439,Coweeman River,1
997,2004,5092828DR,5,9/28/2004,46.158666,-122.771332,73746.70609,13.967179,22.478064,Coweeman River,1
998,2004,5092829DR,5,9/28/2004,46.156733,-122.771876,72842.81459,13.795988,22.202557,Coweeman River,1
999,2004,5092830DR,5,9/28/2004,46.155746,-122.77899,70791.53335,13.407487,21.577324,Coweeman River,1
1000,2004,5092831DR,5,9/28/2004,46.155957,-122.778897,70871.8907,13.422707,21.601817,Coweeman River,1
1001,2004,5092832DR,5,9/28/2004,46.155956,-122.778897,70871.66339,13.422664,21.601748,Coweeman River,1
1002,2004,5092833DR,5,9/28/2004,46.155932,-122.778908,70862.29946,13.42089,21.598894,Coweeman River,1
1003,2004,5092834DR,5,9/28/2004,46.155031,-122.778912,70524.49491,13.356912,21.495931,Coweeman River,1
1004,2004,5092835DR,5,9/28/2004,46.153675,-122.779276,69886.29319,13.23604,21.301406,Coweeman River,1
1005,2004,5092836DR,5,9/28/2004,46.153674,-122.77928,69885.0079,13.235797,21.301015,Coweeman River,1
1006,2004,5092837DR,5,9/28/2004,46.155564,-122.779024,70723.96232,13.39469,21.556729,Coweeman River,1
1007,2004,5092838DR,5,9/28/2004,46.15531,-122.779028,70631.0185,13.377087,21.528399,Coweeman River,1
1008,2004,5092839DR,5,9/28/2004,46.15489,-122.77885,70470.78946,13.34674,21.479561,Coweeman River,1
1009,2004,5092840DR,5,9/28/2004,46.154717,-122.778774,70405.09912,13.334299,21.459539,Coweeman River,1
1010,2004,5092841DR,5,9/28/2004,46.154266,-122.778599,70234.54188,13.301997,21.407553,Coweeman River,1
1011,2004,5092842DR,5,9/28/2004,46.152523,-122.779707,69448.93211,13.153207,21.168098,Coweeman River,1
1012,2004,5092843DR,5,9/28/2004,46.152517,-122.77971,69446.65081,13.152775,21.167403,Coweeman River,1
1013,2004,5100501SH,5,10/5/2004,46.174673,-122.75942,82881.1352,15.697185,25.262246,Coweeman River,1
1014,2004,5100502SH,5,10/5/2004,46.174667,-122.759396,82887.5974,15.698409,25.264216,Coweeman River,1
1015,2004,5100503SH,5,10/5/2004,46.174581,-122.761779,82209.19594,15.569923,25.057438,Coweeman River,1
1016,2004,5100504SH,5,10/5/2004,46.17064,-122.767303,79403.69616,15.038579,24.20232,Coweeman River,1
1017,2004,5100505SH,5,10/5/2004,46.170649,-122.767304,79407.26457,15.039255,24.203407,Coweeman River,1
1018,2004,5100506SH,5,10/5/2004,46.168808,-122.770265,78289.14393,14.827489,23.862603,Coweeman River,1
1019,2004,5100507SH,5,10/5/2004,46.168835,-122.770222,78304.10738,14.830323,23.867164,Coweeman River,1
1020,2004,5100508SH,5,10/5/2004,46.168628,-122.771446,77973.88044,14.76778,23.76651,Coweeman River,1
1021,2004,5100509SH,5,10/5/2004,46.1685,-122.772309,77746.18341,14.724656,23.697108,Coweeman River,1
1022,2004,5100510SH,5,10/5/2004,46.168564,-122.772136,77795.86432,14.734065,23.712251,Coweeman River,1
